,label,teks,clean
187,5,"oi semuanya, kalo baca ini ingat, kalo review barang gosah yang lu review pengiriman dimari tolol, tlong review barang, gmna brang stelah dipakai, sesuai ga, hasil stelah pemakaian, prosesnya. biar orang yang baca rating memahami!! kesel gua lihat orang yg kasi rating cuma pengiriman tanpa kasih rate keterangan stelah pemakaian(hasil). sorry telat kasih rate, krn kmrin dipake dulu hddnya buat ditest brjalan normal atau tidak. btw barang ini ori, sesuai dengan deskripsi, setelah pemakaian barang aman"" aja, size capacitynya keterangan, fitur, dan kondisi hdd eks normal. unuk tranfer rate file nya stabil 30Mb/s sesuai file yg di tranfser sizenya berapa. rate di diberi 2 hari sesudah barang datang. mantap",oi kalau baca kalau tinjau barang gosah kamu tinjau kirim mari tolol tolong tinjau barang bagaimana brang stelah pakai sesuai tidak hasil stelah pakai proses biar orang baca rating paham kesel saya lihat orang yang kasih rating kirim kasih rate terang stelah pemakaianhasil sorry telat kasih rate karena kemarin dipakai hddnya ditest brjalan normal ngomong ngomong barang original sesuai deskripsi pakai barang aman saja size capacitynya terang fitur kondisi eks normal unuk tranfer rate file nya stabil mbs sesuai file yang tranfser sizenya rate barang mantap
188,5,"Barang sudah diterima, bagus masih mulus, packing rapi, dicek juga nyala dan berfungsi dengan baik, dicoba diformat juga bisa, nggak terjadi error",barang terima bagus mulus packing rapi cek nyala fungsi coba format tidak error
189,5,"Barang ori dan sesuai deskripsi. Ukuran kecil dan ringan sekali, mudah utk dibawa dalam tas. Kecepatan read dan write juga bagus. Makin puas dgn harddisk ini adalah bisa dihubungkan ke hp android asalkan format harddisk diubah ke exFAT. Tidak perlu repot seperti harddisk jadul (harus root hp, beli kabel otg Y dan Paragon). Mantul lah!",barang original sesuai deskripsi ukur ringan mudah untuk bawa tas cepat read write bagus puas dengan harddisk hubung hp android format harddisk ubah exfat repot harddisk jaman dulu root hp beli kabel otg y paragon mantul
190,5,"bintang 5, barang tahan lama, awet sampai sekarang",bintang barang tahan awet
191,5,"paket terkirim dengan kondisi yang baik, transfer data juga lancar tanpa gangguan.. harddisk pun dalam kondisi prima reccomend banget",paket kirim kondisi transfer data lancar ganggu harddisk kondisi prima reccomend banget
192,3,"Pengiriman tepat waktu, Packing rapi, bonus case+pena, produk original, tersegel, compatible dg Win.10, transfer data cepat, produk bisa didaftarkan langsung secara online. Kartu garansi tidak ada. Mohon arahan untuk klaim garansi diLuar Jawa.",kirim packing rapi bonus casepena produk original segel compatible dengan menang transfer data cepat produk daftar langsung online kartu garansi mohon arah klaim garansi luar jawa
193,4,"Barang sudah dteriam, akan tetapi kabel data tidak bisa di gunakan, mohon di bantu supaya bisas di tukar  (hanya kabelnya saja).tks",barang dteriam kabel data mohon bantu bisas tukar kabel sajatks
194,5,"Saya tidak mengulas produk Seagate Hardisk, tapi saya impresif(terkesan) terhadap proses dan system  pembelian hardisk ini. Kecepatan,ketepatan ,pencatatan (tracking),cara pembayaran  dan pengiriman merupakan system yang terkoneksi secara rapih dan akurat , kemudian dijalankan oleh pekerja yang  professional.  Saya seperti belanja di toko, tanpa perasaan cemas dan ragu dengan kondisi dan pengiriman barang. Hal ini terbukti ,dalam waktu kurang 24 jam, saya sudah bisa mendapatkan dan memakai hardisk ini tanpa ada keluhan. Terima kasih.",ulas produk seagate impresifterkesan proses system beli kecepatanketepatan catat trackingcara bayar kirim system koneksi rapih akurat jalan kerja professional belanja toko asa cemas ragu kondisi kirim barang bukti jam pakai keluh terima kasih
195,5,👍👍 Mantap.,mantap
196,5,"Puas sekali belanja disini.. Barang datangnya cepat, packing rapi pakai buble wrap jg, lengkap dan berfungsi baik semua. Sesuai deskripsi gratis case & pulpen.",puas belanja barang datang cepat packing rapi pakai buble wrap juga lengkap fungsi sesuai deskripsi gratis case pulpen
197,5,Sangat puas sekali. barang datang sesuai estimasi. sudah dicoba dan berfungsi dengan baik. packingnya rapi. intinya puas sekali belanja disini. Terimakasih banyak.,puas barang sesuai estimasi coba fungsi packingnya rapi inti puas belanja terimakasih
198,5,"barang dah diterima, bagus berfungsi dng baik di colokin di komputer, media player box ataupun OTG di smartphone terdeteksi semua, backUp film, music, foto dll jadi mudah dan cepat, mudah2 awet, oh ya satu lagi serial number nya dah di daftarin ke seagate nya buat garansinya dan terdaftar, puas lah pokoknya.",barang sudah terima bagus fungsi dengan colokin komputer media player box otg smartphone deteksi backup film musik foto dan lain-lain mudah cepat mudah awet oh ya serial nomor nya sudah daftarin seagate nya garansi daftar puas pokok
199,5,"Puas bgt. Pengiriman cpt cuma 2 hari dari waktu tranfer. Produk bagus, bersegel, bergaransi, packaging nya jg rapih, suka bgt sama model hd ini. Terimakasih",puas banget kirim cepat tranfer produk bagus segel garansi packaging nya juga rapih suka banget model hd terimakasih
200,5,"Terima kasih gan/sist barang saya sudah saya terima, waktu pengiriman tepat, dan packingnya juga baik.",terima kasih gansist barang terima kirim packingnya
201,5,"Barang diterima dengan rapi dan tersegel resmi, barang ORI 100%. Barang berfungsi dengan baik dan dapat pounch, pen dan kalender kecil. terima kasih",barang terima rapi segel resmi barang original barang fungsi pounch pen kalender terima kasih
202,5,"produk original bisa didaftarkan di web seagate, packing nya pun bagus gk cuma bubble wrap ada kardus luar juga, pengiriman 1 hari lebih cepat, produk juga berfungsi pada saat pertama kali pemakaian",produk original daftar situs seagate packing nya bagus tidak bubble wrap kardus kirim cepat produk fungsi kali pakai
203,5,barang ori kemasan masih segel. ada nota pembelian dan kartu garansi juga. packaging rapi banget. sukaaa,barang original kemas segel nota beli kartu garansi packaging rapi banget sukaaa
204,5,proses pemesanan sampai pengiriman cepat. kualitas barang juga bagus dengan harga yg cukup murah. puas deh pokoknya,proses mesan kirim cepat kualitas barang bagus harga yang murah puas deh pokok
205,5,"barangnya cepat datang! saya pesan tanggal 10 feb 2018 barangnya tiba 13 feb 2018. untuk saran ke depan pengirimannya pake bubble wrap gan, barang elektronik agak ringkih soalnya.",barang cepat pesan tanggal feb barang feb saran kirim pakai bubble wrap juragan barang elektronik ringkih
206,5,"Produk bagus, real capacity, bonusnya juga bagus. Senang belanja disini.",produk bagus real capacity bonus bagus senang belanja
207,5,"Saya beli Harddisk ex 1 TB, pesan minggu di proses senin, di terima hari selasa, semua oke, tapi kalau bisa packingnya diperbaiki, ditambah spon busa atau sejenisnya kalau bisa. trims",beli harddisk contoh pesan minggu proses senin terima selasa oke packingnya baik tambah spon busa jenis trims
208,5,"3 hari menunggu barang tiba. Packingnya rapi tapi gak ada bubble wrap keliatannya sih aman. Dapet pouch dan pen. Box nya masih segel dan gak ada yang penyok box nya. Aku coba di LED TV dan laptop, hd bekerja dengan baik. Asiiiiiiik~",tunggu barang packingnya rapi tidak bubble wrap lihat sih aman dapet pouch pen box nya segel tidak penyok box nya coba led laptop hd asiiiiiiik
209,5,"Barang sudah dterima. Kualitas dan daya transfernya bagus, cm saya pouchnya kekecilan, jd kudu dpaksa buat masuk. Over all, bagus",barang dterima kualitas daya transfer bagus cm pouchnya kecil jadi kudu dpaksa masuk over all bagus
210,5,"Barang sudah sampe kemaren,  packing rapi,  barang aman dan untuk saat ini belum ada masalah trimakasih lazada",barang sampai kemaren packing rapi barang aman trimakasih lazada
211,5,"Pesanan sampai tidak lama, dijamin keasliannya, harganya juga menarik karena promo 1212 Harbolnas. Happy!",pesan jamin asli harga tarik promo harbolnas senang
212,5,"Thanks kenkez barang sudah saya terima pengiriman standard packing bagus dan rapi .keaslian barang : 100% real capacity, 100% real transfer speed.sukses selalu dan thanks lazada",terimakasih kenkez barang terima kirim standar packing bagus rapi asli barang real capacity real transfer speedsukses terimakasih lazada
213,5,Terima kasih barang sampe sebelum tanggal nya cepat dan paket nya rapi dan aman barang nya belum di coba sih tapi  barang oke bagus gak ada gores dekit pun semoga barang awet di pakai amin.  Oh iya untuk semua nya yang lagi cari hardist extra saran beli di seler ini aja di jamin respon cepat dan barang ok,terima kasih barang sampai tanggal nya cepat paket nya rapi aman barang nya coba sih barang oke bagus tidak gores dekit moga barang awet pakai amin oh iya nya cari hardist extra saran beli seler saja jamin respon cepat barang ok
214,1,"Barang sudah sampai.paket rapi .Tapi kemarin ada misi kemarin harusnya saya minta diantar pakai gojeg tapi kok di rubah pakai pengiriman biasa.tanpa konfirmasi,mungkin itu masukan saya untuk yg lainnya okelah",barang sampaipaket rapi kemarin misi kemarin antar pakai gojeg rubah pakai kirim biasatanpa konfirmasimungkin masuk yang oke
215,5,barangnya bagus pengiriman cepat dan barang berfungsi dengan sangat baik .... sangat recomend,barang bagus kirim cepat barang fungsi recomend
216,5,senang produk masih segel dn ternaru. mantap,senang produk segel dan ternaru mantap
217,5,"kualitas bagus"" aja //awet (udah di pake setahun) // worth it lah.......👏",kualitas bagus saja awet sudah pakai tahun worth it
218,5,Bagus dan blm ada masalah slama ini. Tks Lazada..,bagus belum selama terimakasih lazada
219,5,"mantap. meluncur dengan mulus, packing rapih, sesuai deskripsi. ga nyesel pokoknya.",mantap luncur mulus packing rapih sesuai deskripsi tidak menyesal pokok
220,5,Kualitas sesuai harapan dan kiriman cepat [cuma 1 hari].  Dipertahankan ya :),kualitas sesuai harap kirim cepat tahan ya
221,5,sesuai dengan yg ditawarkan,sesuai yang tawar
222,5,"Barang telah diterima dengan aman,dan overall bagus,trima kasih lazada",barang terima amandan overall bagustrima kasih lazada
223,1,ga nyampe 2 minggu pisan,tidak sampai minggu damai
224,5,Barang mendarat dengan selamat. Performanya mantap..,barang darat selamat performa mantap
225,4,Barang datang sesuai pesanan,barang sesuai pesan
226,1,Produk tidak disertai Kartu Garansi. Invoice tidak menyatakan bahwa produk ini bergaransi,produk serta kartu garansi invoice produk garansi
227,5,"barang berfungsi dengan baik, thanks",barang fungsi terimakasih
228,5,barang nya sudah saya gunakan hampir setengah tahun dan masih bagus. tidak ada masalah,barang nya bagus
229,5,Barang Ori 100% . Pengiriman cepat . Fast Respon  Walaupun harga murah tapi bukan barang murahan .  Sampe langsung di test dan produk berfungsi dengan sangat baik .  Terima Kasih untuk owner yang sudah fast respon dan mau dibawelin . Sukses terus untuk toko ini,barang original kirim cepat fast respon harga murah barang murah sampai langsung test produk fungsi terima kasih owner fast respon dibawelin sukses toko
230,5,"Good service , barang sesuai pesanan. Free pouch, calendar dan pen. Cuma saya belum ngecek soal garansi",good servis barang sesuai pesan free pouch calendar pen mengecek garansi
231,5,"Barang sesuai, pelayanan cepat & COD jadi lebih terpercaya. 👍🏻",barang sesuai layan cepat bayar saat pengiriman percaya
232,5,nice item..  daper bungkusnya juga..  lucunya dapet pena joyko jg kwkwkwkwkw..  trims,nice item daper bungkus lucu dapet pena joyko juga kwkwkwkwkw trims
233,5,pesan jam 10 pagi dan sorenya sdh sampai di rumah.. kualitas barang juga baik..,pesan jam pagi sore sudah rumah kualitas barang
234,5,"Shipping on time, produk baik.",shipping on waktu produk
235,5,"terimakasih suda saya terima hardisk bya dg selamat dan mulus, packing oke",terimakasih suda terima bya dengan selamat mulus packing oke
236,5,"barangnya ori, kapasitasnya sesuai 1 tb, no problems so far",barang original kapasitas sesuai nomor problems jadi far
237,5,Produk sesuai harapan. Cukup memuaskan. Delivery on time.,produk sesuai harap muas delivery on waktu
238,4,"Produk bgs, sesuai spesifikasi, hrg murah",produk bgs sesuai spesifikasi harga murah
239,5,"Thanks Lazada, pengiriman dan barang yang top",terimakasih lazada kirim barang top
240,5,barang sudah sy terima berikut bonusnya. thanks yaa,barang saya terima bonus terimakasih yaa
241,5,"HD mantab, pouch ok, ball point nya....lumayan lah. Terimakasih",hd mantap pouch ok ball point nyalumayan terimakasih
242,5,Produk bisa digunakan dengan baik,produk
243,5,Barang sudah diterima dan berfungsi dengan baik..,barang terima fungsi
244,5,"cepet sampai nya, slim juga dan oke",cepat nya slim oke
245,5,barang bagus Dateng cepat,barang bagus datang cepat
246,3,"Permisi, kapan barang penggantinya bisa dikirim? Terima Kasih",permisi barang ganti kirim terima kasih
247,1,Product yang kami terima tidak bekerja dan tidak dapat di gunakan. Mohon dapat diganti,produk terima mohon ganti
248,4,"Barang ok, bisa langsung digunakan. pengiriman ontime.",barang ok langsung kirim ontime
249,4,"Not bad lah, buat simpan film naruto sama boruto+drakor",not bad simpan film naruto borutodrakor
250,4,"Barang bagus sih udh berapa bulan pake, makanya baru bsa review.. smoga awet.. makasih ya",barang bagus sih sudah pakai bisa tinjau semoga awet terimakasih ya
251,5,"Alhamdulilah, akhirnya Harddisk nya sampai, terima kasih Kenkez & Lazada ^_^",alhamdulillah harddisk nya terima kasih kenkez lazada
252,4,BARANG SUDAH SAMPAI DAN SEJAUH INI TIDAK ADA MASALAH. TERIMA KASIH,barang terima kasih
253,5,"Barangnya sesuai gambar dan sesuai ekspektasi saya, gak ada cacat sama sekali, semuanya sempurna, pesan hari ini besok sudah bisa diterima, terima kasih",barang sesuai gambar sesuai ekspektasi tidak cacat sempurna pesan besok terima terima kasih
254,5,"Baguuuusss. Proses cepat, packaging rapi, berfungsi baik. Thx",baguuuusss proses cepat packaging rapi fungsi terimakasih
255,5,"Alhamdulillah barang udah sampai dg selamat. Salut utk lazada yg on time, gak pake nunggu lama barangnya langsung sampe. Terima kasih.",alhamdulillah barang sudah dengan selamat salut untuk lazada yang on waktu tidak pakai nunggu barang langsung sampai terima kasih
256,5,"Dari segi Packing sangat rapih dan bagus, terlebih dengan bonusnya, sangat memuaskan, kabel dan semunya berjalan. Terimakasih Lazada",segi packing rapih bagus bonus muas kabel semu jalan terimakasih lazada
257,5,"Barang ori,, packing lumayan. Cmn syg bonus bag'y ga bs muat kabel. Cukup memuaskan la",barang original packing lumayan cmn sayang bonus bagy tidak bisa muat kabel muas la
258,4,"Barangnya bagus min, sesuai spesifikasi, pengiriman barang jg cepat,, thanks",barang bagus min sesuai spesifikasi kirim barang juga cepat terimakasih
259,5,"Thank's gan, dah smpe dgn slamat, brg'a bagus smoga awet",terimakasih juragan sudah sampai dengan selamat brga bagus semoga awet
260,5,Ok.. barang sesuai... ori.. mudah2an awet,ok barang sesuai original mudah awet
261,5,Bagus dan cepet bgt dtgnya  Barang ringan Pouchnya muat kabel n hdd,bagus cepat banget dtgnya barang ringan pouchnya muat kabel n
262,5,"Fast respond , brg diterima dlm keadaan baik , recomended puas pokoknya blanja di lazada 👏👏👏",fast respond barang terima dalam recomended puas pokok blanja lazada
263,4,"Respon seller cepet, pengiriman by COD Lazada juga joss. HDD ud ditest, bonus melimpah, semoga awet dan bergarabsi 3 tahun. Sukses boss, tks",respon penjual cepat kirim by bayar saat pengiriman lazada joss sudah ditest bonus limpah moga awet bergarabsi sukses boss terimakasih
264,4,"Mohon infonya pak, kmrn saya terima barangnya, lgsg saya tes ke laptop, plug n play. Dari kantor saya coba copy file ke hdd, di rumah saya pindahkan ke laptop, 1 file berhasil dipindahkan, setelah itu drive si hdd sdh tdk terbaca lagi.. Ganti laptop dan kmptr masih tdk terbaca.. Kenapa ya? Terima kasih",mohon informasi kemarin terima barang langsung tes laptop plug n play kantor coba copy file rumah pindah laptop file hasil pindah drive si sudah tidak baca ganti laptop kmptr tidak baca ya terima kasih
265,5,"Paket ud di terima.. Kemasan rapi..msh segel dus nya.. Cuma,kartu garansi nya tidak ada,tks",paket sudah terima kemas rapimsh segel dus nya cumakartu garansi nya adatks
